salary_in_usd,job_title_freq,employee_residence_freq,company_location_freq,experience_level_Executive-level,experience_level_Mid-level,experience_level_Senior-level,employment_type_Freelance,employment_type_Full-time,employment_type_Part-time,work_models_On-site,work_models_Remote,company_size_Medium,company_size_Small
130000,0.03727664818237831,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
195000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
146900,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
170400,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
106500,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
134500,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
100000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
159000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
111300,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
173400,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
99100,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
185000,0.010628465804066543,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,0,0
79600,0.010628465804066543,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,0,0
190500,0.008471965495995071,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,0,1,1,0
218000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
145000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
258100,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
151900,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
179000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
106500,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
212800,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,0,0
111600,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,0,0
166700,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
150000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
220000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
170000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
141000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
100000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
260000,0.00030807147258163895,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,0,0,0,0
246100,0.1899260628465804,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
181900,0.1899260628465804,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
91000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
70000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
177500,0.004467036352433764,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
117500,0.004467036352433764,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
95000,0.012630930375847197,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
70000,0.012630930375847197,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
258720,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
160000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
154800,0.006315465187923599,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
76300,0.006315465187923599,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
170200,0.006777572396796057,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
83900,0.006777572396796057,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
205000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
165000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
250000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
131600,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
240000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
187000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
134600,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
103000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
159000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
245000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
245000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
214300,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
108500,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
245700,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
132300,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
80000,0.007239679605668515,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
73000,0.007239679605668515,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
263500,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
189360,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
175000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
125000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
175762,0.008471965495995071,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
97254,0.008471965495995071,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
218213,0.01463339494762785,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
178538,0.01463339494762785,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
295000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
118600,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
96800,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
198800,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
90700,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
145000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
115000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
269100,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
131300,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
245000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
99900,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
83000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
240960,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
190000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
178600,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
67200,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
170200,0.0018484288354898336,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
83900,0.0018484288354898336,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
169000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
120000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
245000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
99500,0.002618607516943931,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
53300,0.002618607516943931,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
240960,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
200800,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
170200,0.0012322858903265558,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
83900,0.0012322858903265558,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
125000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
115000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
261050,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
187000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
283780,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
146500,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
96000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
235000,0.004004929143561306,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
185000,0.004004929143561306,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
140400,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
90000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,0,1,1,0
245000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
76300,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
260000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
225000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
165000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
137000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
260000,0.01463339494762785,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,0,0
136000,0.01463339494762785,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,0,0
296100,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
144500,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
278700,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
159300,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
206000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
140250,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
100000,0.03727664818237831,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
75000,0.03727664818237831,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
180000,0.0023105360443622922,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
140000,0.0023105360443622922,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
116800,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
87600,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
170000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
125000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
283500,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
149000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
189400,0.016173752310536044,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
212000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
93400,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
128656,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
103330,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
250900,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
135200,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
216000,0.01463339494762785,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
69000,0.007239679605668515,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
51000,0.007239679605668515,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
109000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
62300,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
134160,0.03727664818237831,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
72240,0.03727664818237831,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
90500,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
42400,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
202500,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
257000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
129000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
120000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
100000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
80000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
45700,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
138000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
86000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
152000,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
133200,0.008471965495995071,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
135000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
120000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
175000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
150000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
100000,0.0021565003080714724,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
95000,0.0021565003080714724,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
134200,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
117000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
179000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
112000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
234000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
146000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
75065,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
41419,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
107800,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
61600,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
159000,0.016173752310536044,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
80000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
75000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,0,1,1,0
179000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
112000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
247300,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
139700,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
93000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
65750,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
234000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
146000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
130000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
90800,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
166000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
73100,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
166000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
73100,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
186754,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
101000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
80000,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
67500,0.1899260628465804,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
138000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
86000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
106050,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
80420,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
179000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
112000,0.13971041281577326,0.8019100431300061,0.8093037584719655,0,0,0,0,1,0,1,0,1,0
234000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
146000,0.019870609981515713,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
186000,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
81800,0.02649414664202095,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
160000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
94100,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
225000,0.19963031423290203,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
215000,0.19963031423290203,0.8019100431300061,0.8093037584719655,1,0,0,0,1,0,1,0,1,0
303400,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
216700,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
166000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
73100,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
130000,0.0036968576709796672,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
110000,0.0036968576709796672,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
115000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
80000,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,1,0,0,1,0,1,0,1,0
195000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
170000,0.09426987060998152,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
295000,0.030345040049291436,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,1,0,1,0
152375,0.19963031423290203,0.8019100431300061,0.8093037584719655,0,0,1,0,1,0,0,1,1,0
